100,16.35841252256739,13.137481955122839,9.338534117818012,5.686621966084885,25.0
200,-73.8372330968768,-15.029785431741608,-18.0954030885278,-24.782551670734236,15
300,-45.77069245184098,-9.188302453321738,-13.221228321736321,-11.957697348229082,17
400,-44.87346314082175,-8.783512079975367,-11.675059304418378,-12.684651550429178,17
500,-27.80881430303139,-2.710851628966748,-7.412594869602316,-1.6269019893466208,20
600,-82.41467672317086,-24.26781354702714,-21.0527709130135,-23.347441482513542,12
700,-58.76242625272975,-10.257149975039232,-13.411899721586275,-21.98976034305641,17
800,-19.9937748225733,-0.18732534841962803,0.022808688946865205,-8.205774983088208,21
900,-50.8014807933193,-10.137755673335926,-11.920039413196726,-18.23896088664655,17
1000,-28.477505174892222,-6.375182402583672,-4.19954203790487,-6.1972129259666335,19
1100,-32.63604575026542,-4.557742004834638,-5.820461821488237,-11.835614789350894,19
1200,60.3799888916335,24.217961770890227,28.684074851686503,15.932401359110276,32
1300,98.4269940438176,41.87283884941528,32.00067109541908,36.52184904964928,38
1400,145.85144326124532,58.16008719463645,48.24357047190247,50.598073895036976,44
1500,94.7836208994675,50.76785444181609,21.076167663780197,34.29981303036859,41
1600,69.24237006712158,35.31902103116727,14.234596903837515,29.40496410123119,35
1700,91.4480544382548,35.08887311901267,36.82384960830936,28.830861789934517,36
1800,63.3857502838778,28.84631888057598,25.52359384577078,22.567695873689644,35
1900,126.67689867718376,50.880556493937284,48.853203152534036,37.877249040401,44
2000,152.73577966110085,60.25928171157931,53.67823751184116,48.17728451600355,47
2100,135.64890361941264,57.519365276726184,44.058636421750926,46.338164633405896,45
2200,152.1451001290137,59.57086798092846,49.639243573919074,55.90585614264391,46
2300,243.13428145038586,85.1283275594754,87.73361468929428,77.49658128517187,57
2400,199.50470910705047,72.43389438275248,60.26742340788029,77.04159883015502,52
2500,80.74922326475831,30.6122784634576,37.86144859542631,27.71079290574906,38
2600,221.79194391059553,73.29383100537571,79.51409473451218,77.95785969648466,53
