100,-334.186249768074,-113.98164966980943,-112.52008978303729,-93.5324038057325,0
200,-296.0255371037317,-105.41595836293085,-90.83197513733074,-87.97874930355698,0
300,-291.56528645466506,-83.96892589302071,-111.6361864087051,-83.25314340206153,1
400,-331.2456609002809,-115.26324191411136,-116.32232031279403,-83.61281967417843,0
500,-319.3228155166399,-82.2219560534096,-127.01988646178606,-95.82833710388626,1
600,-294.57035346523173,-88.56873373495436,-104.69866788649443,-87.77620936835525,0
700,-331.6711376879299,-112.29922630234654,-109.90610646658826,-98.08975786761674,0
800,-281.0245863886497,-62.141584084513994,-99.34273610363881,-101.58429737522322,1
900,-306.3802703611996,-82.45700737904482,-102.16936390287472,-107.6756051962744,0
1000,-295.65360500030516,-83.31691366894704,-115.23668960646793,-78.96829482766921,0
100,-330.46555066830047,-118.22173335268396,-113.40632425017446,-87.40264522196577,0
200,-349.41720585655077,-101.7608013432565,-150.93954991807516,-80.65240289407222,0
300,-344.82245379457936,-100.78841570282304,-135.42797906974974,-92.41337626400023,1
400,-345.1565945727344,-105.80930042447223,-113.62746090313507,-115.16938619371669,0
500,-344.4481884293793,-141.47502957847044,-121.52294415869699,-67.73263166745977,0
600,-327.333969687743,-109.18273554217397,-117.88189376681812,-90.75685515086018,0
700,-307.4253603859342,-85.64621081198794,-118.35755125171198,-86.07632581912641,0
800,-360.6099046222536,-124.24705982545363,-134.58933802727788,-87.08217901504747,1
900,-343.1002255266533,-117.90927400682648,-131.56886415477638,-82.05291590026373,0
1000,-336.58226631496336,-121.38097303810724,-125.20337999067155,-76.81539181576315,0
1100,-438.2549049177812,-249.6180763920581,-117.56993356803618,-55.47796522448609,0
1200,-299.5507045643324,-114.09382803570038,-68.03228587979805,-106.23773843457639,0
1300,-206.11087536705693,-52.88068322606754,-87.61112166501353,-52.33423376572319,0
1400,-186.21620162744514,-52.41274029113005,-63.791018945982124,-57.070375033892994,0
1500,-186.9370263920405,-51.96755692982411,-55.347074332829095,-67.56459964504364,0
1600,-156.87423354308538,-47.56885010225976,-47.31147989663531,-46.62596956880371,2
1700,-169.54677337966805,-52.29564931282035,-52.03140300617744,-51.56010204186275,0
1800,-168.17609411613142,-52.27396255183626,-51.86476278388997,-51.73065126648439,0
1900,-169.53856606922875,-52.16021332081579,-51.68618119980735,-51.62443103163851,0
2000,-169.7532634593523,-52.3121893907336,-51.956472599413985,-51.87875208931903,0
2100,-170.29429183425313,-52.025021483085894,-51.63597091032856,-51.44386092189131,0
2200,-166.6794794594156,-51.93759947796769,-51.675302356681954,-51.23577331791719,0
2300,-170.88494612716192,-52.16892124427508,-51.93742663183086,-51.48188914183013,0
2400,-162.1587799084082,-49.600405154603834,-49.44284519015463,-49.8064374285197,1
2500,-155.0061001665428,-46.8888107964264,-46.69157459616849,-46.549106470415445,2
2600,-168.97676289975985,-52.833957029181626,-52.354560710472306,-52.16781841054772,0
2700,-173.3593214452738,-53.01413059676777,-52.57668106934449,-52.25515862832379,0
2800,-170.65970240955164,-52.4056792525405,-51.59413361720298,-51.600456060419816,0
2900,-179.81982204534387,-52.37364396302351,-58.21892470199319,-51.579316298299474,0
3000,-174.08904287658137,-52.59455786055771,-56.43057127427261,-53.87743867975581,0
3100,-164.31349973407865,-49.72060584024303,-50.48846664591716,-49.55227343886625,1
3200,-187.2650795517998,-51.97864302930631,-67.19150751230205,-53.850013202192265,0
3300,-198.5012781930904,-52.10398879852216,-75.70836146713543,-53.117169832528546,0
3400,-195.52685041939955,-55.789707174976805,-68.68242095035693,-53.27900697294448,0
3500,-175.8186503551734,-54.40046359516755,-55.65718766901377,-53.32757100158628,1
